combinacion,accuracy,f1,precision,recall
('volatile_acidity', 'residual_sugar', 'chlorides', 'alcohol'),0.5289940828402366,0.4911089243585561,0.4829143844440736,0.5289940828402366
('volatile_acidity', 'residual_sugar', 'free_sulfur_dioxide', 'total_sulfur_dioxide'),0.47810650887573963,0.39358406548366853,0.36044211498975737,0.47810650887573963
('volatile_acidity', 'residual_sugar', 'free_sulfur_dioxide', 'density'),0.47928994082840237,0.4135934487173021,0.4434851795378042,0.47928994082840237
('volatile_acidity', 'residual_sugar', 'free_sulfur_dioxide', 'pH'),0.4686390532544379,0.37821279668301877,0.34780353399567276,0.4686390532544379
('volatile_acidity', 'residual_sugar', 'free_sulfur_dioxide', 'sulphates'),0.4686390532544379,0.3776425661872741,0.34559870844387874,0.4686390532544379
('volatile_acidity', 'residual_sugar', 'free_sulfur_dioxide', 'alcohol'),0.5372781065088758,0.4960451754754211,0.4954497384561515,0.5372781065088758
('volatile_acidity', 'residual_sugar', 'total_sulfur_dioxide', 'density'),0.4804733727810651,0.42420231068409586,0.43465537781234775,0.4804733727810651
('volatile_acidity', 'residual_sugar', 'total_sulfur_dioxide', 'pH'),0.47692307692307695,0.39370902929057955,0.359412263747353,0.47692307692307695
('volatile_acidity', 'residual_sugar', 'total_sulfur_dioxide', 'sulphates'),0.4757396449704142,0.3913315589961935,0.3580779688107426,0.4757396449704142
('volatile_acidity', 'residual_sugar', 'total_sulfur_dioxide', 'alcohol'),0.527810650887574,0.48658313063157804,0.4807921881766859,0.527810650887574
('volatile_acidity', 'residual_sugar', 'density', 'pH'),0.49940828402366866,0.4436917418068321,0.4736685873440654,0.49940828402366866
('volatile_acidity', 'residual_sugar', 'density', 'sulphates'),0.4840236686390533,0.42611905309803333,0.43441634614429353,0.4840236686390533
('volatile_acidity', 'residual_sugar', 'density', 'alcohol'),0.5349112426035503,0.4960131195549927,0.48778634588696324,0.5349112426035503
('volatile_acidity', 'residual_sugar', 'pH', 'sulphates'),0.4650887573964497,0.377545524661611,0.3449713075201128,0.4650887573964497
('volatile_acidity', 'residual_sugar', 'pH', 'alcohol'),0.5396449704142012,0.5013113138679456,0.4926481420985296,0.5396449704142012
('volatile_acidity', 'residual_sugar', 'sulphates', 'alcohol'),0.5372781065088758,0.4973754939958235,0.49447284958407983,0.5372781065088758
('volatile_acidity', 'chlorides', 'free_sulfur_dioxide', 'total_sulfur_dioxide'),0.4840236686390533,0.4128266562468466,0.4104937473754101,0.4840236686390533
('volatile_acidity', 'chlorides', 'free_sulfur_dioxide', 'density'),0.47455621301775147,0.4108541594152454,0.43044679871027175,0.47455621301775147
('volatile_acidity', 'chlorides', 'free_sulfur_dioxide', 'pH'),0.47218934911242605,0.3905310920892614,0.4328914370907552,0.47218934911242605
('volatile_acidity', 'chlorides', 'free_sulfur_dioxide', 'sulphates'),0.47337278106508873,0.38814633671486043,0.41315230952041576,0.47337278106508873
